Chr	Start	End	ID	tumour-brca-del-ch17
17	37866643	37866743	 ERBB2	0
17	37866743	37866783	 ERBB2	0
17	37868120	37868220	 ERBB2	0
17	37868220	37868320	 ERBB2	0
17	37868320	37868360	 ERBB2	0
17	37868517	37868617	 ERBB2	0
17	37868617	37868717	 ERBB2	0
17	37868717	37868757	 ERBB2	0
17	37869260	37869360	 ERBB2	0
17	37869360	37869440	 ERBB2	0
17	37871485	37871585	 ERBB2	0
17	37871585	37871685	 ERBB2	0
17	37871685	37871785	 ERBB2	0
17	37871785	37871833	 ERBB2	0
17	37871972	37872072	 ERBB2	0
17	37872072	37872172	 ERBB2	0
17	37872172	37872212	 ERBB2	0
17	37872499	37872599	 ERBB2	0
17	37872599	37872699	 ERBB2	0
17	37872699	37872799	 ERBB2	0
17	37872799	37872899	 ERBB2	0
17	37872899	37872902	 ERBB2	0
17	37873534	37873634	 ERBB2	0
17	37873634	37873734	 ERBB2	0
17	37873734	37873774	 ERBB2	0
17	37875973	37876073	 ERBB2	0
17	37876073	37876153	 ERBB2	0
17	37879520	37879620	 ERBB2	0
17	37879620	37879720	 ERBB2	0
17	37879720	37879820	 ERBB2	0
17	37879820	37879920	 ERBB2	0
17	37879920	37879971	 ERBB2	0
17	37880123	37880223	 ERBB2	0
17	37880223	37880303	 ERBB2	0
17	37880951	37881051	 ERBB2	0
17	37881051	37881151	 ERBB2	0
17	37881151	37881191	 ERBB2	0
17	37881259	37881359	 ERBB2	0
17	37881359	37881459	 ERBB2	0
17	37881459	37881499	 ERBB2	0
17	37881527	37881627	 ERBB2	0
17	37881627	37881707	 ERBB2	0
17	37881912	37882012	 ERBB2	0
17	37882012	37882112	 ERBB2	0
17	37882112	37882152	 ERBB2	0
17	37882773	37882873	 ERBB2;MIR4728	0
17	37882873	37882953	 ERBB2;MIR4728	0
17	37883041	37883141	 ERBB2	0
17	37883141	37883241	 ERBB2	0
17	37883241	37883281	 ERBB2	0
17	37883523	37883623	 ERBB2	0
17	37883623	37883723	 ERBB2	0
17	37883723	37883823	 ERBB2	0
17	37883909	37884009	 ERBB2	0
17	37884009	37884109	 ERBB2	0
17	37884109	37884209	 ERBB2	0
17	37884209	37884309	 ERBB2	0
17	37884309	37884329	 ERBB2	0
17	41196296	41196396	 BRCA1	3.06835625810622
17	41196396	41196496	 BRCA1	1.65889489071104
17	41196496	41196596	 BRCA1	0.151402103956423
17	41196596	41196696	 BRCA1	0.141634283137147
17	41196696	41196796	 BRCA1	0.205999908308468
17	41196796	41196896	 BRCA1	0.208177892939045
17	41197070	41197170	 BRCA1	0.300094975928599
17	41197170	41197270	 BRCA1	2.86545317493979
17	41197270	41197370	 BRCA1	5.8327583341523
17	41197370	41197470	 BRCA1	5.0466494778282
17	41197470	41197570	 BRCA1	4.85965162361078
17	41197570	41197670	 BRCA1	10.5742540626046
17	41197670	41197770	 BRCA1	4.55406703214557
17	41197770	41197870	 BRCA1	5.96159865640694
17	41197870	41197970	 BRCA1	3.27416064126602
17	41198378	41198478	 BRCA1	0.0643318933913072
17	41198478	41198498	 BRCA1	0.0237623686799404
17	41198718	41198818	 BRCA1	2.73901717801306
17	41198818	41198918	 BRCA1	2.02642734308273
17	41198918	41199018	 BRCA1	0.637957953979592
17	41199018	41199118	 BRCA1	0.0586776668217423
17	41199118	41199158	 BRCA1	0.100896238554349
17	41199168	41199268	 BRCA1	0.353437466841975
17	41199268	41199368	 BRCA1	0.92209047194308
17	41199368	41199468	 BRCA1	1.65889489071103
17	41199468	41199568	 BRCA1	3.23272083013806
17	41199568	41199668	 BRCA1	3.09531209548422
17	41199668	41199768	 BRCA1	2.37494580620873
17	41199768	41199795	 BRCA1	1.61682530110955
17	41199990	41200090	 BRCA1	0.403960267559905
17	41200090	41200190	 BRCA1	6.15648009366063
17	41200190	41200230	 BRCA1	1.13610034484187
17	41200587	41200687	 BRCA1	0.0250263418441013
17	41200687	41200707	 BRCA1	0.0201792477108275
17	41200792	41200892	 BRCA1	0.0950494747200201
17	41200892	41200992	 BRCA1	0.771644563422746
17	41200992	41201092	 BRCA1	5.65675914722348
17	41201092	41201192	 BRCA1	6.08316638207714
17	41201192	41201292	 BRCA1	2.72004708606629
17	41201292	41201392	 BRCA1	1.70847127393157
17	41201392	41201492	 BRCA1	0.469421334574573
17	41201492	41201592	 BRCA1	1.93037682544229
17	41201592	41201692	 BRCA1	2.5612694718281
17	41201692	41201792	 BRCA1	4.33853825784006
17	41201792	41201892	 BRCA1	5.83275833415227
17	41201892	41201992	 BRCA1	2.23989649590719
17	41201992	41202092	 BRCA1	2.78091160310683
17	41202092	41202192	 BRCA1	6.73063314235606
17	41202192	41202292	 BRCA1	5.01032289653994
17	41202292	41202352	 BRCA1	0.858845579486304
17	41202606	41202706	 BRCA1	1.338885277228
17	41202706	41202806	 BRCA1	1.78340244705372
17	41202806	41202906	 BRCA1	0.73361635772507
17	41202906	41203006	 BRCA1	0.71012450502135
17	41203006	41203106	 BRCA1	1.25940554003979
17	41203106	41203206	 BRCA1	1.40825132824196
17	41203206	41203306	 BRCA1	0.677184330207578
17	41203306	41203406	 BRCA1	1.36677701914316
17	41203406	41203506	 BRCA1	0.572044740156736
17	41203506	41203606	 BRCA1	2.07310859775365
17	41203606	41203686	 BRCA1	0.866936322699204
17	41203949	41204049	 BRCA1	3.27446299537963
17	41204049	41204149	 BRCA1	1.31383750815238
17	41204149	41204249	 BRCA1	0.749610553088821
17	41204249	41204349	 BRCA1	1.10039725456966
17	41204349	41204369	 BRCA1	0.665346323040591
17	41204451	41204551	 BRCA1	2.17640524436332
17	41204551	41204651	 BRCA1	1.76443008059155
17	41204651	41204751	 BRCA1	1.49922110618172
17	41204751	41204851	 BRCA1	0.534442376198363
17	41204851	41204895	 BRCA1	0.176321663026363
17	41205107	41205207	 BRCA1	1.55098501630116
17	41205207	41205307	 BRCA1	1.66336580760476
17	41205307	41205407	 BRCA1	0.618428706297903
17	41205930	41206030	 BRCA1	1.23115502570379
17	41206030	41206130	 BRCA1	0.977961113696068
17	41206130	41206230	 BRCA1	3.07197001304187
17	41206230	41206330	 BRCA1	4.60956549470661
17	41206330	41206430	 BRCA1	3.57687470595617
17	41206430	41206530	 BRCA1	2.85204727368228
17	41206530	41206630	 BRCA1	1.78147458733185
17	41206630	41206650	 BRCA1	0.398419695618278
17	41207043	41207143	 BRCA1	1.03170289043435
17	41207143	41207243	 BRCA1	1.98524368691307
17	41207243	41207343	 BRCA1	4.33468161349578
17	41207560	41207660	 BRCA1	0.789027227801737
17	41207660	41207680	 BRCA1	1.21770021829065
17	41207732	41207832	 BRCA1	1.06187453021081
17	41207832	41207932	 BRCA1	2.45622436655666
17	41207932	41208032	 BRCA1	0.993233982842315
17	41208032	41208132	 BRCA1	0.729670085768118
17	41208132	41208232	 BRCA1	1.33899940401238
17	41208232	41208332	 BRCA1	1.48862082821947
17	41208332	41208392	 BRCA1	0.957340257227397
17	41208424	41208524	 BRCA1	0.641583954360556
17	41208524	41208624	 BRCA1	1.36375941333377
17	41208624	41208724	 BRCA1	11.6435606532083
17	41208724	41208824	 BRCA1	4.89761765192887
17	41208824	41208924	 BRCA1	1.80942481051103
17	41208924	41209024	 BRCA1	3.07197001304176
17	41209024	41209124	 BRCA1	6.50975255477097
17	41209124	41209224	 BRCA1	1.81336472404421
17	41209224	41209264	 BRCA1	0.353437466841973
17	41210016	41210116	 BRCA1	0.820770017137904
17	41210116	41210216	 BRCA1	3.44997473549559
17	41210216	41210316	 BRCA1	2.05828326651336
17	41210316	41210416	 BRCA1	2.03141214474592
17	41210416	41210516	 BRCA1	1.21539945902212
17	41210516	41210616	 BRCA1	2.2766839749572
17	41210616	41210716	 BRCA1	0.617999724926543
17	41210716	41210816	 BRCA1	1.81107617437829
17	41210816	41210916	 BRCA1	2.40578433969164
17	41210916	41211016	 BRCA1	2.70873732083429
17	41211016	41211116	 BRCA1	2.86465915326137
17	41211116	41211216	 BRCA1	3.45065135856344
17	41211402	41211502	 BRCA1	0.229230486435956
17	41211502	41211602	 BRCA1	0.118354084170587
17	41211602	41211702	 BRCA1	0.0948618322900027
17	41211702	41211802	 BRCA1	5.37845571841476
17	41211802	41211902	 BRCA1	6.83388509570541
17	41211902	41211942	 BRCA1	6.41165953557776
17	41212168	41212268	 BRCA1	3.60379322556444
17	41212268	41212288	 BRCA1	3.73159547596673
17	41212451	41212551	 BRCA1	2.97786553037576
17	41212551	41212571	 BRCA1	3.37781012413925
17	41212789	41212889	 BRCA1	0.641583954360586
17	41212889	41212909	 BRCA1	0
17	41213126	41213226	 BRCA1	1.93518137872033
17	41213226	41213326	 BRCA1	0.617413149495772
17	41213326	41213426	 BRCA1	2.4307989180442
17	41213426	41213526	 BRCA1	1.02508276435579
17	41213526	41213606	 BRCA1	2.64826302782472
17	41213876	41213976	 BRCA1	1.66542314351235
17	41213976	41214076	 BRCA1	0.926999587390904
17	41214076	41214176	 BRCA1	1.0814248881075
17	41214176	41214276	 BRCA1	1.79319788098708
17	41214276	41214376	 BRCA1	3.72815365135836
17	41214376	41214476	 BRCA1	0.746154561034282
17	41214476	41214576	 BRCA1	4.59131268283882
17	41214576	41214601	 BRCA1	3.16190370499986
17	41215149	41215249	 BRCA1	0.578987040522716
17	41215249	41215349	 BRCA1	2.40866359323231
17	41215349	41215449	 BRCA1	1.94118350517063
17	41215449	41215549	 BRCA1	1.91508518137447
17	41215549	41215649	 BRCA1	0.97000092934415
17	41215649	41215749	 BRCA1	0.61741314949576
17	41215749	41215849	 BRCA1	2.20419901891042
17	41215849	41215949	 BRCA1	13.7129826867508
17	41215949	41216049	 BRCA1	4.38288747051515
17	41216049	41216149	 BRCA1	1.18507257785865
17	41216149	41216249	 BRCA1	1.94920149658088
17	41216249	41216349	 BRCA1	3.39899848709727
17	41216349	41216449	 BRCA1	1.44063068215955
17	41216449	41216549	 BRCA1	2.51119535285028
17	41216549	41216649	 BRCA1	1.61265114893534
17	41216649	41216749	 BRCA1	0.816269608654098
17	41216749	41216849	 BRCA1	1.3749618570269
17	41216849	41216889	 BRCA1	0.934189172561095
17	41217058	41217158	 BRCA1	0.261727990352097
17	41217158	41217258	 BRCA1	1.23473748146535
17	41217258	41217358	 BRCA1	1.19592989174376
17	41217358	41217418	 BRCA1	0.40260234441243
17	41217626	41217726	 BRCA1	2.97126629013241
17	41217726	41217826	 BRCA1	1.8739396660342
17	41217826	41217926	 BRCA1	1.93037682544226
17	41217926	41218026	 BRCA1	3.25479855128252
17	41218026	41218126	 BRCA1	3.34525845635314
17	41218126	41218226	 BRCA1	0.487246859508038
17	41218226	41218326	 BRCA1	1.18243485486171
17	41218326	41218406	 BRCA1	3.22274154742663
17	41218639	41218739	 BRCA1	4.34468463985989
17	41218739	41218839	 BRCA1	7.79164387454218
17	41218839	41218879	 BRCA1	0.580116772871473
17	41219141	41219241	 BRCA1	1.11674402959144
17	41219241	41219261	 BRCA1	1.02684855274513
17	41219509	41219609	 BRCA1	0.738631567403322
17	41219609	41219709	 BRCA1	0.954183958311741
17	41219709	41219809	 BRCA1	1.0434801551934
17	41219809	41219909	 BRCA1	0.356065012717151
17	41219909	41220009	 BRCA1	0.392846244864065
17	41220009	41220031	 BRCA1	0.13259029224779
17	41220241	41220341	 BRCA1	0.303728226475678
17	41220341	41220421	 BRCA1	0.761963469190925
17	41220471	41220571	 BRCA1	1.66336580760479
17	41220571	41220671	 BRCA1	3.91892386531185
17	41220671	41220771	 BRCA1	2.82688260224716
17	41220771	41220871	 BRCA1	3.48224839098321
17	41220871	41220971	 BRCA1	1.33899940401242
17	41220971	41221071	 BRCA1	2.35351591844373
17	41221071	41221171	 BRCA1	2.50894384226774
17	41221171	41221271	 BRCA1	2.28098047471633
17	41221271	41221371	 BRCA1	1.52561933736233
17	41221371	41221471	 BRCA1	1.61355620315751
17	41221471	41221571	 BRCA1	3.41592291404814
17	41221571	41221671	 BRCA1	2.5051614482753
17	41221671	41221771	 BRCA1	2.13900025735269
17	41221771	41221871	 BRCA1	1.52561933736231
17	41221871	41221971	 BRCA1	0.256266269737605
17	41222257	41222357	 BRCA1	0.879346000797889
17	41222357	41222457	 BRCA1	0.746154561034289
17	41222457	41222557	 BRCA1	0.847528403857152
17	41222557	41222657	 BRCA1	2.31307913920846
17	41222657	41222757	 BRCA1	2.30524933253882
17	41222757	41222857	 BRCA1	0.0848941956739672
17	41222857	41222957	 BRCA1	1.48319933982681
17	41222957	41223057	 BRCA1	2.30171666085479
17	41223057	41223157	 BRCA1	6.49042625988657
17	41223157	41223257	 BRCA1	10.693259616008
17	41223257	41223357	 BRCA1	3.68091551078481
17	41223357	41223457	 BRCA1	1.84031954643007
17	41223457	41223557	 BRCA1	0.729094804548372
17	41223557	41223657	 BRCA1	0.124011608526718
17	41223657	41223757	 BRCA1	0.1058159083591
17	41224361	41224461	 BRCA1	0
17	41224461	41224541	 BRCA1	0
17	41224835	41224935	 BRCA1	0.214439644637305
17	41224935	41225035	 BRCA1	0.245643545340811
17	41225035	41225135	 BRCA1	0.974600748290509
17	41225135	41225235	 BRCA1	0.793426685160011
17	41225235	41225335	 BRCA1	0.978797152321507
17	41225335	41225435	 BRCA1	1.70067615371151
17	41225435	41225535	 BRCA1	0.626088093114
17	41225535	41225635	 BRCA1	0.556532180224815
17	41225635	41225735	 BRCA1	0.297627860463745
17	41225735	41225788	 BRCA1	1.38078560663077
17	41225980	41226080	 BRCA1	0.796752333788155
17	41226080	41226180	 BRCA1	1.18477905739031
17	41226180	41226280	 BRCA1	0.875877670268218
17	41226280	41226380	 BRCA1	2.89476489654125
17	41226380	41226480	 BRCA1	5.14400787090141
17	41226480	41226580	 BRCA1	1.62045358318798
17	41226580	41226680	 BRCA1	1.38079764865677
17	41226680	41226780	 BRCA1	2.98601080327532
17	41226780	41226820	 BRCA1	1.82300231563218
17	41226942	41227042	 BRCA1	1.7075129812256
17	41227042	41227142	 BRCA1	0.393987536542743
17	41227142	41227242	 BRCA1	1.01689518991971
17	41227242	41227342	 BRCA1	0.727500697008364
17	41227342	41227442	 BRCA1	1.23223100325257
17	41227442	41227542	 BRCA1	0.805831344570665
17	41227749	41227849	 BRCA1	1.03071451049997
17	41227849	41227949	 BRCA1	2.2811873932789
17	41227949	41228049	 BRCA1	1.17908901763962
17	41228049	41228149	 BRCA1	0.596923648827017
17	41228149	41228249	 BRCA1	0.730870289261563
17	41228249	41228349	 BRCA1	0.844599624067058
17	41228349	41228449	 BRCA1	1.36412769379833
17	41228449	41228549	 BRCA1	1.87459916561055
17	41228549	41228649	 BRCA1	1.4108006879367
17	41228649	41228749	 BRCA1	1.2759159079591
17	41228749	41228849	 BRCA1	1.75448004393183
17	41228849	41228949	 BRCA1	1.59847674823438
17	41228949	41229049	 BRCA1	3.57351247132965
17	41229049	41229149	 BRCA1	3.35665385089393
17	41229149	41229249	 BRCA1	2.50358045106163
17	41229249	41229349	 BRCA1	1.27719943151728
17	41229349	41229369	 BRCA1	6.70973938723423
17	41229442	41229542	 BRCA1	0
17	41229542	41229562	 BRCA1	0
17	41229625	41229725	 BRCA1	0.578733422566549
17	41229725	41229745	 BRCA1	0.212451424706285
17	41230402	41230502	 BRCA1	0.50891695847421
17	41230502	41230602	 BRCA1	0.125378957358783
17	41230602	41230702	 BRCA1	2.01050225881991
17	41230702	41230802	 BRCA1	2.07327756103604
17	41230802	41230902	 BRCA1	1.6705052456136
17	41230902	41230942	 BRCA1	1.92233706337901
17	41231144	41231244	 BRCA1;RPL21P4	5.68082410341279
17	41231244	41231344	 BRCA1;RPL21P4	1.63964043641114
17	41231344	41231444	 BRCA1;RPL21P4	2.93446543090222
17	41231444	41231544	 BRCA1;RPL21P4	1.73131716882608
17	41231544	41231644	 BRCA1;RPL21P4	1.26799262063303
17	41231644	41231744	 BRCA1;RPL21P4	2.3017166608548
17	41231744	41231844	 BRCA1;RPL21P4	1.47984458372062
17	41231844	41231944	 BRCA1;RPL21P4	0.988799559883818
17	41231944	41232044	 BRCA1;RPL21P4	2.16384822699917
17	41232044	41232144	 BRCA1;RPL21P4	2.0332711788198
17	41232144	41232244	 BRCA1;RPL21P4	1.82810485438966
17	41232244	41232344	 BRCA1;RPL21P4	1.66542314351234
17	41232499	41232599	 BRCA1	1.04203457975091
17	41232599	41232689	 BRCA1	0.62193257932712
17	41232699	41232799	 BRCA1	1.47856060092869
17	41232799	41232899	 BRCA1	1.85194929646808
17	41232899	41232999	 BRCA1	2.35707746919153
17	41232999	41233099	 BRCA1	1.44320132645792
17	41233099	41233199	 BRCA1	0.933836152413858
17	41233199	41233299	 BRCA1	0.523865702603179
17	41233299	41233399	 BRCA1	0.561284681359604
17	41233399	41233499	 BRCA1	1.51374158776481
17	41233499	41233599	 BRCA1	2.63760762904385
17	41233599	41233699	 BRCA1	5.74017308225637
17	41233699	41233799	 BRCA1	3.16710458680476
17	41233799	41233899	 BRCA1	2.03155299062074
17	41233899	41233999	 BRCA1	1.07424718247555
17	41233999	41234099	 BRCA1	1.81279919311542
17	41234099	41234199	 BRCA1	1.95140076620309
17	41234199	41234299	 BRCA1	3.22867963373869
17	41234299	41234399	 BRCA1	1.3004044840478
17	41234399	41234499	 BRCA1	2.94617016579009
17	41234499	41234599	 BRCA1	1.39385769015004
17	41234599	41234699	 BRCA1	2.68831619635183
17	41234699	41234799	 BRCA1	0.860605780053191
17	41234799	41234899	 BRCA1	2.9354136351832
17	41234899	41234999	 BRCA1	0.238085793808638
17	41234999	41235099	 BRCA1	0.499470688714664
17	41235099	41235199	 BRCA1	0.455336794992471
17	41235199	41235219	 BRCA1	0.683005192488183
17	41235456	41235556	 BRCA1	1.74077078238043
17	41235556	41235656	 BRCA1	3.65202290402542
17	41235656	41235756	 BRCA1	3.87499922285995
17	41235756	41235856	 BRCA1	1.06644089458509
17	41235856	41235876	 BRCA1	0.270477829690548
17	41236443	41236543	 BRCA1	1.01770785708095
17	41236543	41236643	 BRCA1	1.45724525057848
17	41236643	41236743	 BRCA1	2.18203839733603
17	41236743	41236843	 BRCA1	4.42158381614521
17	41236843	41236943	 BRCA1	1.47002246022434
17	41236943	41237043	 BRCA1	1.00725932080882
17	41237043	41237143	 BRCA1	1.62772557594673
17	41237143	41237243	 BRCA1	2.17030076792558
17	41237243	41237283	 BRCA1	2.27220068967813
17	41237344	41237444	 BRCA1	0.430318255709571
17	41237444	41237544	 BRCA1	3.87286430138311
17	41237544	41237644	 BRCA1	2.21425577036061
17	41237644	41237744	 BRCA1	5.40803838651119
17	41237744	41237844	 BRCA1	2.77864894193643
17	41237844	41237944	 BRCA1	1.37916853094725
17	41237944	41238044	 BRCA1	0.823999633236104
17	41238044	41238144	 BRCA1	0.367874847920309
17	41238144	41238244	 BRCA1	0.284745212320876
17	41238244	41238344	 BRCA1	0.398643297249636
17	41238344	41238444	 BRCA1	0.768416444177537
17	41238444	41238544	 BRCA1	0.298461824413516
17	41238544	41238644	 BRCA1	0.762809668683293
17	41238644	41238744	 BRCA1	1.36412769379836
17	41238744	41238844	 BRCA1	1.93024717420082
17	41238844	41238944	 BRCA1	4.10294158457169
17	41238944	41239044	 BRCA1	3.05626527891558
17	41239044	41239144	 BRCA1	1.67733332000487
17	41239144	41239244	 BRCA1	1.42330121418976
17	41239244	41239344	 BRCA1	1.59292242531808
17	41239344	41239421	 BRCA1	1.49550463065971
17	41239668	41239768	 BRCA1	3.07366577671853
17	41239768	41239868	 BRCA1	1.8762232376256
17	41239868	41239968	 BRCA1	1.95140076620303
17	41239968	41240068	 BRCA1	0.308420258240264
17	41240068	41240168	 BRCA1	1.15359948652698
17	41240168	41240268	 BRCA1	1.53433067121415
17	41240268	41240368	 BRCA1	1.27129260578028
17	41240368	41240468	 BRCA1	1.48319933982681
17	41240468	41240568	 BRCA1	1.74284453592818
17	41240568	41240668	 BRCA1	1.4885685592862
17	41240668	41240768	 BRCA1	2.50657675910631
17	41240768	41240868	 BRCA1	0.569490424641765
17	41240868	41240968	 BRCA1	1.53676168309686
17	41240968	41241048	 BRCA1	1.2951258983196
17	41241154	41241254	 BRCA1	0.115746684513728
17	41241254	41241274	 BRCA1	0.227209800113592
17	41241349	41241449	 BRCA1	0.218969417566457
17	41241449	41241529	 BRCA1	0.224836803738488
17	41241667	41241767	 BRCA1	0.168385404408494
17	41241767	41241787	 BRCA1	0.30268871566293
17	41241806	41241906	 BRCA1	0.556710808539994
17	41241906	41242006	 BRCA1	2.15226539859621
17	41242006	41242106	 BRCA1	1.98404828173871
17	41242106	41242206	 BRCA1	1.90349062157701
17	41242206	41242306	 BRCA1	2.47179598991575
17	41242306	41242406	 BRCA1	1.95631028726805
17	41242631	41242731	 BRCA1	0.416355785879122
17	41242731	41242831	 BRCA1	0.464122697350448
17	41242831	41242931	 BRCA1	1.8058248805528
17	41242931	41243031	 BRCA1	2.85035933972128
17	41243031	41243131	 BRCA1	1.65848687820291
17	41243131	41243231	 BRCA1	4.15350664206382
17	41243231	41243331	 BRCA1	2.21135113160991
17	41243331	41243431	 BRCA1	3.85316678796241
17	41243431	41243531	 BRCA1	3.93545540371698
17	41243531	41243631	 BRCA1	7.52685939615939
17	41243631	41243731	 BRCA1	3.42547260200799
17	41243731	41243831	 BRCA1	5.48431456315893
17	41243831	41243931	 BRCA1	4.55388411001891
17	41243931	41244031	 BRCA1	3.58811767068254
17	41244031	41244131	 BRCA1	4.04788849360969
17	41244131	41244231	 BRCA1	3.21359856962286
17	41244231	41244331	 BRCA1	3.43005240719691
17	41244331	41244431	 BRCA1	4.5142350942575
17	41244431	41244531	 BRCA1	1.36914555917896
17	41244531	41244631	 BRCA1	2.80159875300368
17	41244631	41244731	 BRCA1	4.53337287722036
17	41244731	41244831	 BRCA1	4.14621719551733
17	41244831	41244931	 BRCA1	3.05312357123984
17	41244931	41245031	 BRCA1	3.31192102403639
17	41245031	41245131	 BRCA1	1.34929899556152
17	41245131	41245231	 BRCA1	2.16060477758753
17	41245231	41245331	 BRCA1	2.15513034012608
17	41245331	41245431	 BRCA1	3.56379841374687
17	41245431	41245531	 BRCA1	6.80976327220562
17	41245531	41245631	 BRCA1	3.50442933568761
17	41245631	41245731	 BRCA1	4.57968535687007
17	41245731	41245831	 BRCA1	2.97866153390339
17	41245831	41245931	 BRCA1	0.638599715757477
17	41245931	41246031	 BRCA1	2.00607787741636
17	41246031	41246131	 BRCA1	3.28594934202098
17	41246131	41246231	 BRCA1	1.70256353345755
17	41246231	41246331	 BRCA1	1.79789998448245
17	41246331	41246431	 BRCA1	1.61166268913925
17	41246431	41246531	 BRCA1	0.848204269887
17	41246531	41246631	 BRCA1	2.32763032201279
17	41246631	41246731	 BRCA1	6.35800843361608
17	41246731	41246831	 BRCA1	5.70072172086789
17	41246831	41246931	 BRCA1	2.77766759441979
17	41246931	41247031	 BRCA1	0.898055490176603
17	41247031	41247131	 BRCA1	0.899435221052001
17	41247131	41247231	 BRCA1	0.598703660117055
17	41247231	41247331	 BRCA1	1.82463555639606
17	41247331	41247412	 BRCA1	0.482026983423548
17	41247604	41247704	 BRCA1	0.317447725076746
17	41247704	41247804	 BRCA1	1.67415014968075
17	41247804	41247904	 BRCA1	2.78201366018688
17	41247904	41248004	 BRCA1	2.38001350606143
17	41248004	41248084	 BRCA1	1.64503234740919
17	41248372	41248472	 BRCA1	0.187402638271695
17	41248472	41248572	 BRCA1	0.328191933496023
17	41248572	41248672	 BRCA1	0.31711568843941
17	41248672	41248772	 BRCA1	0.782799651574225
17	41248772	41248872	 BRCA1	0.937013191360557
17	41248872	41248972	 BRCA1	2.24539900057002
17	41248972	41249072	 BRCA1	3.07720618842875
17	41249072	41249172	 BRCA1	0.743250446409302
17	41249172	41249272	 BRCA1	1.37560680866789
17	41249272	41249372	 BRCA1	2.1265265132706
17	41249372	41249472	 BRCA1	1.74077078238037
17	41249472	41249572	 BRCA1	1.1412759682989
17	41249572	41249672	 BRCA1	2.95234102714412
17	41249672	41249772	 BRCA1	0.832083786754668
17	41249772	41249872	 BRCA1	2.05999908308466
17	41249872	41249972	 BRCA1	3.18504866383308
17	41249972	41250035	 BRCA1	1.1665086571505
17	41250294	41250394	 BRCA1	0.29463468364938
17	41250394	41250414	 BRCA1	0
17	41250665	41250765	 BRCA1	0.887886899278952
17	41250765	41250845	 BRCA1	0.380197898879829
17	41251139	41251239	 BRCA1	0.430302890026598
17	41251239	41251319	 BRCA1	0.481793150866432
17	41251549	41251649	 BRCA1	0.552319059461647
17	41251649	41251749	 BRCA1	1.15731435393566
17	41251749	41251849	 BRCA1	5.2847543992786
17	41251849	41251949	 BRCA1	4.41855247568674
17	41251949	41252049	 BRCA1	1.05339784698659
17	41252049	41252149	 BRCA1	0.99333210788637
17	41252149	41252249	 BRCA1	0
17	41252249	41252349	 BRCA1	0.543308815221139
17	41252349	41252389	 BRCA1	0.505262995727516
17	41252510	41252610	 BRCA1	0.0384208222087716
17	41252610	41252710	 BRCA1	0
17	41252710	41252741	 BRCA1	0
17	41252998	41253098	 BRCA1	1.35096976121302
17	41253098	41253198	 BRCA1	0.978797152321511
17	41253198	41253238	 BRCA1	1.09041828836602
17	41253496	41253596	 BRCA1	0.147386127205289
17	41253596	41253616	 BRCA1	0.135195790570568
17	41253728	41253828	 BRCA1	2.14587033440601
17	41253828	41253928	 BRCA1	5.86313738657625
17	41253928	41254028	 BRCA1	8.12726253177001
17	41254028	41254088	 BRCA1	4.45976492953703
17	41254230	41254330	 BRCA1	0.0692526867527928
17	41254330	41254350	 BRCA1	0.0757366000375862
17	41254626	41254726	 BRCA1	0
17	41254726	41254746	 BRCA1	0
17	41254793	41254893	 BRCA1	0.26495368192272
17	41254893	41254993	 BRCA1	0.423100214490108
17	41254993	41255093	 BRCA1	1.99439713432482
17	41255093	41255193	 BRCA1	1.68662374445438
17	41255193	41255213	 BRCA1	1.86816946759503
17	41255469	41255569	 BRCA1	0.414621719551739
17	41255569	41255669	 BRCA1	0.207361861337753
17	41255669	41255769	 BRCA1	0.123599944985758
17	41255769	41255869	 BRCA1	0.227103155933597
17	41255869	41255889	 BRCA1	0.606950256681908
17	41256049	41256149	 BRCA1	1.17419947736241
17	41256149	41256249	 BRCA1	2.12560636981644
17	41256249	41256349	 BRCA1	2.67334761666989
17	41256349	41256449	 BRCA1	1.03288430644243
17	41256449	41256549	 BRCA1	1.56089455204342
17	41256549	41256649	 BRCA1	1.160537913105
17	41256649	41256749	 BRCA1	3.50351068107054
17	41256749	41256849	 BRCA1	1.13834198748377
17	41256849	41256949	 BRCA1	1.4923091220726
17	41256949	41257049	 BRCA1	1.27719943151721
17	41257049	41257149	 BRCA1	1.65408228648885
17	41257149	41257249	 BRCA1	2.43056053499381
17	41257249	41257349	 BRCA1	0.983846818363557
17	41257349	41257449	 BRCA1	0.588473438796554
17	41257449	41257549	 BRCA1	1.33287774838843
17	41257549	41257649	 BRCA1	0.851636834752814
17	41257649	41257749	 BRCA1	1.32806565206438
17	41257749	41257849	 BRCA1	0.768871972865462
17	41257849	41257909	 BRCA1	0.597457794424614
17	41258067	41258167	 BRCA1	1.3520095966306
17	41258167	41258267	 BRCA1	2.37610515109556
17	41258267	41258367	 BRCA1	2.05013015790093
17	41258367	41258467	 BRCA1	1.8105694844852
17	41258467	41258567	 BRCA1	1.00725932080881
17	41258567	41258667	 BRCA1	0.256266269737612
17	41258667	41258767	 BRCA1	0.525526602161171
17	41258767	41258867	 BRCA1	0.778988557254513
17	41258867	41258967	 BRCA1	0.768871972865451
17	41258967	41259067	 BRCA1	0.707451630617428
17	41259067	41259087	 BRCA1	0.432764527506293
17	41259359	41259459	 BRCA1	0.113551577967312
17	41259459	41259479	 BRCA1	0.121075486265619
17	41259646	41259746	 BRCA1	0.829243439103474
17	41259746	41259846	 BRCA1	0.556199752434773
