chrom	maploc	tumour.brca.del.ch17
17	41244931	0.592841426718789
17	41245031	0.276000050771388
17	41245131	0.236667286583736
17	41245231	0.457699250450103
17	41245331	0.876556069200709
17	41245431	0.559737315647163
17	41245531	0.842755087128625
17	41245631	0.755744887410399
17	41245731	0.820098818720971
17	41245831	0.626473692266013
17	41245931	0.388619342016604
17	41246031	1.26831806074431
17	41246131	0.344940458624236
17	41246231	-0.242665763716192
17	41246331	-0.385176912543813
17	41246431	-0.6527585834981
17	41246531	0.38977021148065
17	41246631	0.494688721743496
17	41246731	0.179271381227203
17	41246831	0.330067503007969
17	41246931	-0.97847487841741
17	41247031	-0.775411869317726
17	41247131	-0.451452772971519
17	41247231	0.408848394681359
17	41247331	0.132123270418922
17	41247604	-1.68544199606309
17	41247704	-0.225541594140258
17	41247804	-0.798924265432276
17	41247904	-0.192336320568502
17	41248004	0.257482042611673
17	41248372	-0.0333884354374745
17	41248472	1.11894733722974
17	41248572	-1.10976305931039
17	41248672	-0.924823393883745
17	41248772	-0.822911499341116
17	41248872	0.0233685323139399
17	41248972	0.24705845922896
17	41249072	-0.531899075645646
17	41249172	-0.131019408412435
17	41249272	0.474526535338094
17	41249372	0.245631016928358
17	41249472	-0.383267852047666
17	41249572	0.655098115402712
17	41249672	-0.669539285418338
17	41249772	0.204049839624572
17	41249872	0.0136730163533585
17	41249972	0.722982859129681
17	41250294	0.258122319817722
17	41250394	-Inf
17	41250665	1.40105512890086
17	41250765	-0.283719203987171
17	41251139	-0.767745410245646
17	41251239	-0.453504069492015
17	41251549	-0.433923442389853
17	41251649	-0.0856715878151219
17	41251749	-0.51952688288845
17	41251849	-0.830697671566628
17	41251949	-0.467044203622713
17	41252049	-0.49058312825204
17	41252149	-Inf
17	41252249	-1.22094303118544
17	41252349	-0.360635754848052
17	41252510	-1.65277858460903
17	41252610	-Inf
17	41252710	-Inf
17	41252998	-0.160951005813017
17	41253098	-0.755886073437793
17	41253198	-0.174944600131847
17	41253496	1.7704987931093
17	41253596	1.43733978598078
17	41253728	0.752669686551966
17	41253828	0.278270054092389
17	41253928	-0.272882178723577
17	41254028	-0.117475734931121
17	41254230	-2.22284085124697
17	41254330	-1.76923956761184
17	41254626	-Inf
17	41254726	-Inf
17	41254793	-0.164376460706611
17	41254893	-0.390455301623077
17	41254993	-0.428964508315709
17	41255093	0.0312492048437056
17	41255193	0.250364962198954
17	41255469	-0.0991881667238945
17	41255569	-2.59762453436632
17	41255669	-1.16132778653387
17	41255769	-1.09423108133786
17	41255869	0.000425340730044077
17	41256049	0.48488554674151
17	41256149	0.0291981679586847
17	41256249	-0.038142805194039
17	41256349	-0.900087208352795
17	41256449	-0.220100641074768
17	41256549	-0.744082164885607
17	41256649	0.287589212104391
17	41256749	-0.560317430620011
17	41256849	-0.186164908106202
17	41256949	-0.378302924672842
17	41257049	-0.101846992421016
17	41257149	0.215912262699182
17	41257249	0.0709059681048073
17	41257349	0.0618093423126442
17	41257449	-0.066493241781382
17	41257549	-0.991009125820198
17	41257649	-0.242616907558973
17	41257749	-0.588626862062364
17	41257849	0.53636636469824
17	41258067	1.61325997429176
17	41258167	0.367789233121448
17	41258267	0.0139523615519758
17	41258367	-0.348049521014528
17	41258467	-0.662705912598433
17	41258567	-2.71858077584823
17	41258667	-1.64473333178411
17	41258767	-1.37855129511831
17	41258867	-1.41785874524818
17	41258967	-1.13911356548222
17	41259067	-1.31090819752141
17	41259359	-1.61852376089094
17	41259459	-0.89518308368279
17	41259646	-0.119271509058857
17	41259746	-1.54400452687772
17	41259846	-0.877822263670642
17	41259946	-0.17039158028687
17	41260046	0.215018875678376
17	41260156	0.629496546295048
17	41260256	1.45958866144885
17	41260356	1.37867029345052
17	41260456	1.83275636260796
17	41261037	0.515918080554321
17	41261137	0.459567550772611
17	41261237	-0.20425463203901
17	41261337	-0.855284104793598
17	41261437	-0.162427891183745
17	41261537	-0.462785792789286
17	41261637	0.267997591128861
17	41261737	0.0291725621010421
17	41261837	1.53388426801706
17	41262162	1.01924630465668
17	41262262	0.159937480609216
17	41262362	0.822162678894354
17	41262462	1.27818550357545
17	41262562	0.16702328679793
17	41262662	0.624166747520822
17	41262762	0.968478239605014
17	41263098	-1.42898432335115
17	41263198	-0.919136056398217
17	41263298	-1.29062833722579
17	41263857	-1.98084048875676
17	41263957	-3.08377931663428
17	41264057	-5.14305266782757
17	41264366	-0.125336613155669
17	41264466	-1.81287365569722
17	41264566	-3.34412727217346
17	41264666	-Inf
17	41264766	-3.55571545314408
17	41265037	-0.69868693351146
17	41265137	-0.960107227974976
17	41265237	-1.72062767572266
17	41265337	-0.45141691702188
17	41265437	-0.847988543803365
17	41265537	-0.996982567584877
17	41265637	-3.20473751245444
17	41265737	-2.92132992716489
17	41265837	-2.12555292060646
17	41266172	0.399186505604085
17	41266272	-0.0265396299355009
17	41266372	-1.42040002022719
17	41266472	-1.28088285640191
17	41266572	-2.25719966026144
17	41266672	-2.98451700517666
17	41266772	-2.27057883395252
17	41266872	-2.80190036182853
17	41266972	-5.75930869560082
17	41267072	-4.70876949290116
17	41267172	-1.50264980516389
17	41267533	-2.8131784505936
17	41267633	-3.94383188255107
17	41267733	-1.47111169268392
17	41267833	-1.11314813366745
17	41267933	-0.574309595575158
17	41268033	-1.39944456009882
17	41268133	-0.335054347474468
17	41268233	-0.366455511511734
17	41268333	-1.06560794166533
17	41268433	-0.110641250292695
17	41268533	1.34164266603861
17	41268843	-2.13757585289461
17	41268943	-2.26162303789357
17	41269043	-0.781235386914442
17	41269258	1.01391148508957
17	41269358	0.662731463529184
17	41269458	1.96080887872189
17	41269639	-1.50709802895894
17	41269739	-2.03423337461048
17	41269839	-2.5618567754033
17	41269939	-0.878023310411026
17	41270039	-1.33946826128456
17	41270139	-1.37542624665222
17	41270239	-1.05787209255169
17	41270339	-4.20651379783829
17	41270543	0.231562046199108
17	41270643	-1.31183522495909
17	41270743	-1.72736888900475
17	41270843	-1.86972484787278
17	41270943	-0.73350923425346
17	41271043	-1.11973113659375
17	41271143	-1.90138974679477
17	41271243	-0.53879286001188
17	41271343	-1.57148427547905
17	41271443	-1.5360273209203
17	41271543	-1.1432721205277
17	41271643	-1.47200824998753
17	41271743	-4.28273869635215
17	41271843	-Inf
17	41271943	-Inf
17	41272043	-2.60492006811295
17	41272143	-1.43019278213938
17	41272243	-2.51146170102506
17	41272343	-1.39696696032114
17	41272443	-1.96562774915914
17	41272789	-4.17450717781785
17	41272889	-4.38567040827638
17	41273696	-0.253991900772339
17	41273796	-1.10056077151107
17	41273896	-0.622567530261594
17	41273996	-0.526047995410968
17	41274096	-1.9750456605311
17	41274196	-0.53812798583619
17	41274296	-0.672573297949692
17	41274396	-3.91760598372971
17	41274496	-2.08723566691887
17	41274596	-1.00821266333717
17	41274696	-Inf
17	41274858	-0.132390987018743
17	41274958	-1.39776613390148
17	41275056	-2.45655862567897
17	41275156	-1.64874841733316
17	41275256	-0.0388662576244737
17	41275356	1.66558129991941
17	41275604	1.64500118544024
17	41275704	0.815709628697828
17	41275804	-0.000357326540953273
17	41275904	0.0461968369310284
17	41276004	0.318057058592296
17	41276104	0.680078490820365
17	41276204	0.0306942013535902
17	41276304	0.636013083635825
17	41276404	0.562704211876891
17	41276504	-0.13397499279792
17	41276604	-0.264905665324401
17	41276704	-1.06294344990365
17	41276985	0.0671680585937921
17	41277085	-1.28464788675357
17	41277185	-1.1287607751646
17	41277285	-1.01151839645775
17	41277385	-1.06247117459329
17	41277485	-1.07608467554199
17	41277585	-Inf
17	41277685	-Inf
17	41277785	-Inf
17	41277885	-Inf
17	41277985	-Inf
17	41278085	-Inf
17	41278185	-Inf
17	41278285	-Inf
17	41278385	-Inf
17	41278485	-Inf
17	41278585	-Inf
17	41278685	-Inf
17	41278785	-Inf
17	41278885	-Inf
17	41278985	-Inf
17	41279085	-Inf
17	41279185	-Inf
17	41279285	-Inf
17	41280065	-Inf
17	41280165	-Inf
17	41280357	-Inf
17	41280457	-Inf
17	41280478	-Inf
17	41280578	-Inf
17	41280678	-Inf
17	41280778	-Inf
17	41280878	-Inf
17	41280927	-Inf
17	41281027	-Inf
17	41281127	-Inf
17	41281227	-Inf
17	41281327	-Inf
17	41281427	-Inf
17	41281527	-Inf
17	41281747	-Inf
17	41281847	-Inf
17	41281947	-Inf
17	41282047	-Inf
17	41282147	-Inf
17	41282247	-Inf
17	41282347	-Inf
17	41282447	-Inf
17	41282475	-Inf
17	41282575	-Inf
17	41282675	-Inf
17	41282775	-Inf
17	41282875	-Inf
17	41282975	-Inf
17	41283075	-Inf
17	41283175	-Inf
17	41283275	-Inf
17	41283375	-Inf
17	41283475	-Inf
17	41283575	-Inf
17	41283689	-Inf
17	41283789	-Inf
17	41284042	-Inf
17	41284142	-Inf
17	41284242	-Inf
17	41284342	-Inf
17	41284442	-Inf
17	41284542	-Inf
17	41285053	-Inf
17	41285153	-Inf
17	41285253	-Inf
17	41285353	-Inf
17	41285453	-Inf
17	41285553	-Inf
17	41285924	-Inf
17	41286024	-Inf
17	41286124	-Inf
17	41286224	-Inf
17	41286324	-Inf
17	41286424	-Inf
17	41286524	-Inf
17	41286624	-Inf
17	41286724	-Inf
17	41286824	-Inf
17	41286924	-Inf
17	41287024	-Inf
17	41287124	-Inf
17	41287224	-Inf
17	41287324	-Inf
17	41287424	-Inf
17	41287524	-Inf
17	41287624	-Inf
17	41287724	-Inf
17	41287824	-Inf
17	41287924	-Inf
17	41288024	-Inf
17	41288124	-Inf
17	41289387	-Inf
17	41289487	-Inf
17	41289587	-Inf
17	41289687	-Inf
17	41289837	-Inf
17	41289937	-Inf
17	41290072	-Inf
17	41290172	-Inf
17	41290272	-Inf
17	41290372	-Inf
17	41290472	-Inf
17	41290572	-Inf
17	41290672	-Inf
17	41290772	-Inf
17	41290872	-Inf
17	41290972	-Inf
17	41291072	-Inf
17	41291172	-Inf
17	41291272	-Inf
17	41291372	-Inf
17	41291636	-Inf
17	41291736	-Inf
17	41291770	-Inf
17	41291870	-Inf
17	41291970	-Inf
17	41292021	-Inf
17	41292121	-Inf
17	41292221	-Inf
17	41292321	-Inf
17	41292421	-Inf
17	41292521	-Inf
17	41292621	-Inf
17	41292721	-Inf
17	41292821	-Inf
17	41292921	-Inf
17	41293021	-Inf
17	41293121	-Inf
17	41293221	-Inf
17	41293321	-Inf
17	41293421	-Inf
17	41293759	-Inf
17	41293859	-Inf
17	41294180	-Inf
17	41294280	-Inf
17	41294380	-Inf
17	41294480	-Inf
17	41294580	-Inf
17	41294680	-Inf
17	41295194	-Inf
17	41295294	-Inf
17	41295394	-Inf
17	41295494	-Inf
17	41295594	-Inf
17	41295694	-Inf
17	41295794	-Inf
17	41295894	-Inf
17	41296244	-Inf
17	41296344	-Inf
17	41296444	-Inf
17	41296544	-Inf
17	41296644	-Inf
